day,hour,SensorID,reading,belief,disbelief,uncertainity,atomicity,expectation
2017-06-06,12,1286,2.140417198664269,0.5663264384810861,0.43309788645775915,5.756750611547562E-4,0.5,0.56661427601
2017-06-06,13,1286,0.6771997157313125,0.5663287085940876,0.4330956193581935,5.756720477189443E-4,0.5,0.56661654462
2017-06-06,14,1286,0.6962929824693758,0.5663628967231049,0.43306147661182104,5.756266650740028E-4,0.5,0.56665071006
2017-06-06,15,1286,2.170353058201647,0.5663433939820093,0.43308099917465626,5.756068433344756E-4,0.5,0.5666311974
2017-06-06,16,1286,1.8517737621435184,0.5663976158609318,0.4330268492662378,5.755348728303183E-4,0.5,0.5666853833
2017-06-06,17,1286,1.6990152274005732,0.5664022474288523,0.4330222238459517,5.755287251960994E-4,0.5,0.5666900118
2017-06-06,18,1286,1.1100845565393422,0.5664154931727329,0.43300899568358764,5.755111436794872E-4,0.5,0.56670324874
2017-06-06,19,1286,1.3539592504739733,0.5664555536096033,0.4329689884202681,5.754579701285957E-4,0.5,0.56674328259
2017-06-06,20,1286,1.6349373022591176,0.5665694904757724,0.43285520278629275,5.75306737934816E-4,0.5,0.56685714385
2017-06-06,21,1286,1.7884538008727706,0.5666021913684715,0.4328225452985768,5.752633329517964E-4,0.5,0.56688982304
2017-06-06,22,1286,1.1591367678634934,0.5666588868922043,0.43276592502869904,5.751880790965701E-4,0.5,0.56694648093
2017-06-06,23,1286,1.2003416797500563,0.5666541823050875,0.4327706343912152,5.751833036973144E-4,0.5,0.56694177396
2017-06-07,0,1286,1.3118699250018453,0.5666283844641701,0.4327964584182754,5.751571175544596E-4,0.5,0.56691596302
2017-06-07,1,1286,2.3312627369827625,0.5665677224147266,0.43285718204283663,5.750955424366938E-4,0.5,0.56685527018
2017-06-07,2,1286,2.5825418821444637,0.5665022613502502,0.4329227095536794,5.750290960704535E-4,0.5,0.5667897759
2017-06-07,3,1286,2.4648168769081074,0.566449159000045,0.4329758658055166,5.749751944384194E-4,0.5,0.5667366466
2017-06-07,4,1286,2.0226374043179995,0.5663788128688275,0.4330462833416957,5.7490378947677E-4,0.5,0.56666626477
2017-06-07,5,1286,5.719687068958236,0.565761695749076,0.4336640268672425,5.742773836815054E-4,0.5,0.56604883444
2017-06-07,6,1286,1.8848213318959333,0.5657629437028214,0.43366278056390795,5.742757332706482E-4,0.5,0.56605008157
2017-06-07,7,1286,1.045081099399266,0.5659307145761755,0.4334952315664622,5.740538573622712E-4,0.5,0.56621774151
2017-06-07,8,1286,0.9491107821530413,0.5659458401918253,0.4334801259543426,5.740338538321891E-4,0.5,0.56623285712
2017-06-07,9,1286,1.0003580341784373,0.5659845603809579,0.43344145697241276,5.739826466293857E-4,0.5,0.56627155171
2017-06-07,10,1286,1.1202058077725212,0.5659981593254655,0.4334278760124224,5.739646621121374E-4,0.5,0.56628514166
2017-06-07,11,1286,1.5407483235660309,0.5659998983772334,0.4334261392605393,5.739623622272827E-4,0.5,0.56628687956
2017-06-07,12,1286,1.0634154784441252,0.5660218506215573,0.43340421604791834,5.73933330524384E-4,0.5,0.56630881729
2017-06-07,13,1286,1.1767335589816017,0.5660462754591283,0.43337982351203896,5.739010288327094E-4,0.5,0.56633322598
2017-06-07,14,1286,1.340078511930318,0.5660637972568519,0.43336232488678106,5.738778563671403E-4,0.5,0.56635073619
2017-06-07,15,1286,1.266352126942487,0.5660552769873197,0.43337085379419815,5.738692184820847E-4,0.5,0.5663422116
2017-06-07,16,1286,1.2190442228343372,0.5660727592620785,0.43335339463883427,5.738460990873302E-4,0.5,0.56635968231
2017-06-07,17,1286,1.3328936287494437,0.5661150518986732,0.4333111579320412,5.737901692856223E-4,0.5,0.56640194699
2017-06-07,18,1286,1.5685596713363958,0.5661562137808471,0.43327005048430534,5.737357348475435E-4,0.5,0.56644308165
2017-06-07,19,1286,2.1874013546266706,0.5661598821923652,0.4332663869240697,5.737308835650201E-4,0.5,0.56644674763
2017-06-07,20,1286,2.8482539082144616,0.5661275198728023,0.43329878203871897,5.736980884787185E-4,0.5,0.56641436892
2017-06-07,21,1286,2.493323677768047,0.5661899735231711,0.43323641096915777,5.736155076710476E-4,0.5,0.56647678128
2017-06-07,22,1286,3.3732712142875916,0.5662894082496518,0.4331371077225823,5.734840277659527E-4,0.5,0.56657615027
2017-06-07,23,1286,3.3549708544759906,0.5663933358777958,0.43303331751518814,5.73346607015992E-4,0.5,0.56668000918
2017-06-08,0,1286,4.138021561118172,0.5664934375633627,0.4329333481914288,5.732142452085636E-4,0.5,0.56678004469
2017-06-08,1,1286,5.6292142211504075,0.56650482227855,0.43292197852994874,5.731991915012186E-4,0.5,0.56679142188
2017-06-08,2,1286,6.458522447285884,0.5664745504051297,0.43295228103296424,5.731685619060459E-4,0.5,0.56676113469
2017-06-08,3,1286,6.295647663165724,0.5663547719730081,0.4330721806589358,5.730473680560531E-4,0.5,0.56664129566
